id,eq1_id,eq2_id,gold,vampire,eprover,prover9,mace4,classical_vbs,ours_nollm,ours_llm,ours_solved_by,ours_used_llm,judge_ok,uniquely_solved_by_llm
hard3_0001,5,625,true,,,,,0,0,0,,0,0,0
hard3_0002,9,2441,true,,,,,0,0,0,,0,0,0
hard3_0003,13,583,true,,,,,0,0,0,,0,0,0
hard3_0004,22,4347,true,,,,,0,0,0,,0,0,0
hard3_0005,34,3556,true,,,,,0,0,0,,0,0,0
hard3_0006,38,4271,true,,,,,0,0,0,,0,0,0
hard3_0007,38,4517,false,,,,,0,0,0,,0,0,0
hard3_0008,41,4407,true,,,,,0,0,0,,0,0,0
hard3_0009,48,2255,false,,,,,0,0,0,,0,0,0
hard3_0010,49,3867,false,,,,,0,0,0,,0,0,0
hard3_0011,51,2862,false,,,,,0,0,0,,0,0,0
hard3_0012,52,3664,false,,,,,0,0,0,,0,0,0
hard3_0013,58,3050,false,,,,,0,0,0,,0,0,0
hard3_0014,59,3086,true,,,,,0,0,0,,0,0,0
hard3_0015,60,3332,true,,,,,0,0,0,,0,0,0
hard3_0016,62,3762,false,,,,,0,0,0,,0,0,0
hard3_0017,72,214,false,,,,,0,0,0,,0,0,0
hard3_0018,72,554,false,,,,,0,0,0,,0,0,0
hard3_0019,78,1405,false,,,,,0,0,0,,0,0,0
hard3_0020,90,1428,true,,,,,0,0,0,,0,0,0
hard3_0021,100,845,false,,,,,0,0,0,,0,0,0
hard3_0022,103,3519,false,,,,,0,0,0,,0,0,0
hard3_0023,110,10,true,,,,,0,0,0,,0,0,0
hard3_0024,112,2277,true,,,,,0,0,0,,0,0,0
hard3_0025,124,1776,false,,,,,0,0,0,,0,0,0
hard3_0026,127,2148,false,,,,,0,0,0,,0,0,0
hard3_0027,134,176,true,,,,,0,0,0,,0,0,0
hard3_0028,134,2222,true,,,,,0,0,0,,0,0,0
hard3_0029,138,4183,false,,,,,0,0,0,,0,0,0
hard3_0030,155,3509,true,,,,,0,0,0,,0,0,0
hard3_0031,156,3334,false,,,,,0,0,0,,0,0,0
hard3_0032,168,3935,false,,,,,0,0,0,,0,0,0
hard3_0033,172,4080,true,,,,,0,0,0,,0,0,0
hard3_0034,176,1096,true,,,,,0,0,0,,0,0,0
hard3_0035,194,1075,false,,,,,0,0,0,,0,0,0
hard3_0036,204,1426,true,,,,,0,0,0,,0,0,0
hard3_0037,205,3464,false,,,,,0,0,0,,0,0,0
hard3_0038,207,3256,true,,,,,0,0,0,,0,0,0
hard3_0039,209,1430,false,,,,,0,0,0,,0,0,0
hard3_0040,215,3050,false,,,,,0,0,0,,0,0,0
hard3_0041,256,2477,false,,,,,0,0,0,,0,0,0
hard3_0042,258,851,false,,,,,0,0,0,,0,0,0
hard3_0043,259,2684,true,,,,,0,0,0,,0,0,0
hard3_0044,269,3949,false,,,,,0,0,0,,0,0,0
hard3_0045,273,4362,false,,,,,0,0,0,,0,0,0
hard3_0046,294,2318,true,,,,,0,0,0,,0,0,0
hard3_0047,294,4155,true,,,,,0,0,0,,0,0,0
hard3_0048,298,4564,true,,,,,0,0,0,,0,0,0
hard3_0049,302,549,true,,,,,0,0,0,,0,0,0
hard3_0050,315,4196,false,,,,,0,0,0,,0,0,0
hard3_0051,344,3965,true,,,,,0,0,0,,0,0,0
hard3_0052,348,3734,true,,,,,0,0,0,,0,0,0
hard3_0053,348,4367,true,,,,,0,0,0,,0,0,0
hard3_0054,353,3950,true,,,,,0,0,0,,0,0,0
hard3_0055,363,4118,false,,,,,0,0,0,,0,0,0
hard3_0056,366,4288,false,,,,,0,0,0,,0,0,0
hard3_0057,372,315,false,,,,,0,0,0,,0,0,0
hard3_0058,373,359,true,,,,,0,0,0,,0,0,0
hard3_0059,373,4416,false,,,,,0,0,0,,0,0,0
hard3_0060,402,3855,true,,,,,0,0,0,,0,0,0
hard3_0061,404,3339,true,,,,,0,0,0,,0,0,0
hard3_0062,419,842,false,,,,,0,0,0,,0,0,0
hard3_0063,423,1070,false,,,,,0,0,0,,0,0,0
hard3_0064,424,2466,false,,,,,0,0,0,,0,0,0
hard3_0065,428,360,false,,,,,0,0,0,,0,0,0
hard3_0066,435,1678,true,,,,,0,0,0,,0,0,0
hard3_0067,453,615,true,,,,,0,0,0,,0,0,0
hard3_0068,456,1051,true,,,,,0,0,0,,0,0,0
hard3_0069,483,2087,false,,,,,0,0,0,,0,0,0
hard3_0070,487,114,false,,,,,0,0,0,,0,0,0
hard3_0071,511,2132,false,,,,,0,0,0,,0,0,0
hard3_0072,511,3211,false,,,,,0,0,0,,0,0,0
hard3_0073,541,1366,false,,,,,0,0,0,,0,0,0
hard3_0074,545,1832,false,,,,,0,0,0,,0,0,0
hard3_0075,545,2043,false,,,,,0,0,0,,0,0,0
hard3_0076,549,1966,false,,,,,0,0,0,,0,0,0
hard3_0077,554,3935,true,,,,,0,0,0,,0,0,0
hard3_0078,556,4396,false,,,,,0,0,0,,0,0,0
hard3_0079,579,2144,false,,,,,0,0,0,,0,0,0
hard3_0080,618,3310,false,,,,,0,0,0,,0,0,0
hard3_0081,623,1035,false,,,,,0,0,0,,0,0,0
hard3_0082,625,2646,false,,,,,0,0,0,,0,0,0
hard3_0083,626,3744,false,,,,,0,0,0,,0,0,0
hard3_0084,627,3869,false,,,,,0,0,0,,0,0,0
hard3_0085,644,2462,true,,,,,0,0,0,,0,0,0
hard3_0086,646,4144,false,,,,,0,0,0,,0,0,0
hard3_0087,648,3067,true,,,,,0,0,0,,0,0,0
hard3_0088,648,3869,true,,,,,0,0,0,,0,0,0
hard3_0089,652,3266,true,,,,,0,0,0,,0,0,0
hard3_0090,660,1848,true,,,,,0,0,0,,0,0,0
hard3_0091,707,1996,false,,,,,0,0,0,,0,0,0
hard3_0092,707,4090,false,,,,,0,0,0,,0,0,0
hard3_0093,714,1075,false,,,,,0,0,0,,0,0,0
hard3_0094,723,3089,false,,,,,0,0,0,,0,0,0
hard3_0095,735,2812,false,,,,,0,0,0,,0,0,0
hard3_0096,752,203,false,,,,,0,0,0,,0,0,0
hard3_0097,752,2554,false,,,,,0,0,0,,0,0,0
hard3_0098,761,2037,false,,,,,0,0,0,,0,0,0
hard3_0099,761,2862,false,,,,,0,0,0,,0,0,0
hard3_0100,796,1115,false,,,,,0,0,0,,0,0,0
hard3_0101,796,2165,false,,,,,0,0,0,,0,0,0
hard3_0102,806,2868,false,,,,,0,0,0,,0,0,0
hard3_0103,827,3332,false,,,,,0,0,0,,0,0,0
hard3_0104,829,4477,false,,,,,0,0,0,,0,0,0
hard3_0105,830,3327,false,,,,,0,0,0,,0,0,0
hard3_0106,853,160,true,,,,,0,0,0,,0,0,0
hard3_0107,859,2878,true,,,,,0,0,0,,0,0,0
hard3_0108,860,4316,false,,,,,0,0,0,,0,0,0
hard3_0109,867,4632,true,,,,,0,0,0,,0,0,0
hard3_0110,885,2939,false,,,,,0,0,0,,0,0,0
hard3_0111,897,3467,false,,,,,0,0,0,,0,0,0
hard3_0112,906,1231,false,,,,,0,0,0,,0,0,0
hard3_0113,916,1238,false,,,,,0,0,0,,0,0,0
hard3_0114,922,1444,true,,,,,0,0,0,,0,0,0
hard3_0115,926,1502,true,,,,,0,0,0,,0,0,0
hard3_0116,930,2998,false,,,,,0,0,0,,0,0,0
hard3_0117,943,3962,true,,,,,0,0,0,,0,0,0
hard3_0118,947,3126,false,,,,,0,0,0,,0,0,0
hard3_0119,977,1231,false,,,,,0,0,0,,0,0,0
hard3_0120,977,1860,false,,,,,0,0,0,,0,0,0
hard3_0121,994,2628,false,,,,,0,0,0,,0,0,0
hard3_0122,1009,130,false,,,,,0,0,0,,0,0,0
hard3_0123,1014,355,false,,,,,0,0,0,,0,0,0
hard3_0124,1014,1577,true,,,,,0,0,0,,0,0,0
hard3_0125,1014,2318,false,,,,,0,0,0,,0,0,0
hard3_0126,1014,2480,false,,,,,0,0,0,,0,0,0
hard3_0127,1014,4158,true,,,,,0,0,0,,0,0,0
hard3_0128,1032,2076,false,,,,,0,0,0,,0,0,0
hard3_0129,1034,4630,false,,,,,0,0,0,,0,0,0
hard3_0130,1037,3533,false,,,,,0,0,0,,0,0,0
hard3_0131,1047,1463,true,,,,,0,0,0,,0,0,0
hard3_0132,1050,3320,false,,,,,0,0,0,,0,0,0
hard3_0133,1054,2264,true,,,,,0,0,0,,0,0,0
hard3_0134,1057,329,true,,,,,0,0,0,,0,0,0
hard3_0135,1057,1454,true,,,,,0,0,0,,0,0,0
hard3_0136,1062,4271,true,,,,,0,0,0,,0,0,0
hard3_0137,1065,1647,true,,,,,0,0,0,,0,0,0
hard3_0138,1071,4631,true,,,,,0,0,0,,0,0,0
hard3_0139,1072,107,true,,,,,0,0,0,,0,0,0
hard3_0140,1072,1251,true,,,,,0,0,0,,0,0,0
hard3_0141,1085,4093,false,,,,,0,0,0,,0,0,0
hard3_0142,1092,176,true,,,,,0,0,0,,0,0,0
hard3_0143,1096,476,false,,,,,0,0,0,,0,0,0
hard3_0144,1125,2014,true,,,,,0,0,0,,0,0,0
hard3_0145,1181,1289,true,,,,,0,0,0,,0,0,0
hard3_0146,1181,1429,false,,,,,0,0,0,,0,0,0
hard3_0147,1212,1041,true,,,,,0,0,0,,0,0,0
hard3_0148,1217,2056,true,,,,,0,0,0,,0,0,0
hard3_0149,1232,3740,false,,,,,0,0,0,,0,0,0
hard3_0150,1243,1067,false,,,,,0,0,0,,0,0,0
hard3_0151,1243,4583,false,,,,,0,0,0,,0,0,0
hard3_0152,1252,1020,false,,,,,0,0,0,,0,0,0
hard3_0153,1259,4318,false,,,,,0,0,0,,0,0,0
hard3_0154,1281,3397,true,,,,,0,0,0,,0,0,0
hard3_0155,1281,3409,true,,,,,0,0,0,,0,0,0
hard3_0156,1318,2078,true,,,,,0,0,0,,0,0,0
hard3_0157,1328,1078,true,,,,,0,0,0,,0,0,0
hard3_0158,1332,1146,true,,,,,0,0,0,,0,0,0
hard3_0159,1340,4635,false,,,,,0,0,0,,0,0,0
hard3_0160,1433,4631,true,,,,,0,0,0,,0,0,0
hard3_0161,1458,1862,false,,,,,0,0,0,,0,0,0
hard3_0162,1462,4135,true,,,,,0,0,0,,0,0,0
hard3_0163,1480,528,false,,,,,0,0,0,,0,0,0
hard3_0164,1484,2351,false,,,,,0,0,0,,0,0,0
hard3_0165,1487,232,false,,,,,0,0,0,,0,0,0
hard3_0166,1487,287,false,,,,,0,0,0,,0,0,0
hard3_0167,1487,3389,false,,,,,0,0,0,,0,0,0
hard3_0168,1506,359,true,,,,,0,0,0,,0,0,0
hard3_0169,1506,2816,false,,,,,0,0,0,,0,0,0
hard3_0170,1510,1163,false,,,,,0,0,0,,0,0,0
hard3_0171,1510,2140,false,,,,,0,0,0,,0,0,0
hard3_0172,1521,483,false,,,,,0,0,0,,0,0,0
hard3_0173,1539,524,false,,,,,0,0,0,,0,0,0
hard3_0174,1539,2521,false,,,,,0,0,0,,0,0,0
hard3_0175,1560,4121,false,,,,,0,0,0,,0,0,0
hard3_0176,1571,2541,true,,,,,0,0,0,,0,0,0
hard3_0177,1573,3068,false,,,,,0,0,0,,0,0,0
hard3_0178,1573,4445,false,,,,,0,0,0,,0,0,0
hard3_0179,1586,2571,false,,,,,0,0,0,,0,0,0
hard3_0180,1594,2644,false,,,,,0,0,0,,0,0,0
hard3_0181,1603,2733,false,,,,,0,0,0,,0,0,0
hard3_0182,1618,3093,false,,,,,0,0,0,,0,0,0
hard3_0183,1642,1432,true,,,,,0,0,0,,0,0,0
hard3_0184,1661,3078,false,,,,,0,0,0,,0,0,0
hard3_0185,1661,3540,false,,,,,0,0,0,,0,0,0
hard3_0186,1663,214,false,,,,,0,0,0,,0,0,0
hard3_0187,1669,1472,true,,,,,0,0,0,,0,0,0
hard3_0188,1679,3334,true,,,,,0,0,0,,0,0,0
hard3_0189,1681,2203,false,,,,,0,0,0,,0,0,0
hard3_0190,1682,4515,false,,,,,0,0,0,,0,0,0
hard3_0191,1687,3312,false,,,,,0,0,0,,0,0,0
hard3_0192,1695,680,true,,,,,0,0,0,,0,0,0
hard3_0193,1699,1075,true,,,,,0,0,0,,0,0,0
hard3_0194,1709,1941,true,,,,,0,0,0,,0,0,0
hard3_0195,1763,4142,false,,,,,0,0,0,,0,0,0
hard3_0196,1806,545,true,,,,,0,0,0,,0,0,0
hard3_0197,1806,3316,true,,,,,0,0,0,,0,0,0
hard3_0198,1826,1410,true,,,,,0,0,0,,0,0,0
hard3_0199,1844,2448,true,,,,,0,0,0,,0,0,0
hard3_0200,1845,1856,false,,,,,0,0,0,,0,0,0
hard3_0201,1852,3089,false,,,,,0,0,0,,0,0,0
hard3_0202,1874,3524,true,,,,,0,0,0,,0,0,0
hard3_0203,1882,4125,true,,,,,0,0,0,,0,0,0
hard3_0204,1890,1303,true,,,,,0,0,0,,0,0,0
hard3_0205,1890,3873,true,,,,,0,0,0,,0,0,0
hard3_0206,1924,3338,false,,,,,0,0,0,,0,0,0
hard3_0207,1943,4023,true,,,,,0,0,0,,0,0,0
hard3_0208,1962,4175,true,,,,,0,0,0,,0,0,0
hard3_0209,1966,2207,true,,,,,0,0,0,,0,0,0
hard3_0210,1970,2063,true,,,,,0,0,0,,0,0,0
hard3_0211,1979,4351,false,,,,,0,0,0,,0,0,0
hard3_0212,2004,104,true,,,,,0,0,0,,0,0,0
hard3_0213,2004,3883,true,,,,,0,0,0,,0,0,0
hard3_0214,2042,2692,true,,,,,0,0,0,,0,0,0
hard3_0215,2046,1063,false,,,,,0,0,0,,0,0,0
hard3_0216,2048,4512,false,,,,,0,0,0,,0,0,0
hard3_0217,2049,215,false,,,,,0,0,0,,0,0,0
hard3_0218,2059,462,false,,,,,0,0,0,,0,0,0
hard3_0219,2059,3077,false,,,,,0,0,0,,0,0,0
hard3_0220,2069,1635,false,,,,,0,0,0,,0,0,0
hard3_0221,2075,2872,true,,,,,0,0,0,,0,0,0
hard3_0222,2081,656,false,,,,,0,0,0,,0,0,0
hard3_0223,2083,1647,false,,,,,0,0,0,,0,0,0
hard3_0224,2083,1833,false,,,,,0,0,0,,0,0,0
hard3_0225,2083,2243,false,,,,,0,0,0,,0,0,0
hard3_0226,2084,1430,false,,,,,0,0,0,,0,0,0
hard3_0227,2084,3095,false,,,,,0,0,0,,0,0,0
hard3_0228,2086,56,false,,,,,0,0,0,,0,0,0
hard3_0229,2093,1890,false,,,,,0,0,0,,0,0,0
hard3_0230,2103,4187,true,,,,,0,0,0,,0,0,0
hard3_0231,2105,2300,true,,,,,0,0,0,,0,0,0
hard3_0232,2113,3537,true,,,,,0,0,0,,0,0,0
hard3_0233,2119,4655,true,,,,,0,0,0,,0,0,0
hard3_0234,2126,124,false,,,,,0,0,0,,0,0,0
hard3_0235,2126,1071,false,,,,,0,0,0,,0,0,0
hard3_0236,2126,1691,false,,,,,0,0,0,,0,0,0
hard3_0237,2126,3734,false,,,,,0,0,0,,0,0,0
hard3_0238,2144,1734,true,,,,,0,0,0,,0,0,0
hard3_0239,2156,1887,true,,,,,0,0,0,,0,0,0
hard3_0240,2156,2097,true,,,,,0,0,0,,0,0,0
hard3_0241,2164,1634,false,,,,,0,0,0,,0,0,0
hard3_0242,2164,2044,false,,,,,0,0,0,,0,0,0
hard3_0243,2173,2014,true,,,,,0,0,0,,0,0,0
hard3_0244,2190,3388,true,,,,,0,0,0,,0,0,0
hard3_0245,2232,3261,true,,,,,0,0,0,,0,0,0
hard3_0246,2248,3259,true,,,,,0,0,0,,0,0,0
hard3_0247,2255,2487,true,,,,,0,0,0,,0,0,0
hard3_0248,2257,4583,false,,,,,0,0,0,,0,0,0
hard3_0249,2262,1851,true,,,,,0,0,0,,0,0,0
hard3_0250,2265,3337,true,,,,,0,0,0,,0,0,0
hard3_0251,2268,1851,true,,,,,0,0,0,,0,0,0
hard3_0252,2268,1866,true,,,,,0,0,0,,0,0,0
hard3_0253,2270,4288,false,,,,,0,0,0,,0,0,0
hard3_0254,2364,3694,false,,,,,0,0,0,,0,0,0
hard3_0255,2393,4272,true,,,,,0,0,0,,0,0,0
hard3_0256,2410,2456,true,,,,,0,0,0,,0,0,0
hard3_0257,2430,2746,true,,,,,0,0,0,,0,0,0
hard3_0258,2451,2240,true,,,,,0,0,0,,0,0,0
hard3_0259,2464,2273,true,,,,,0,0,0,,0,0,0
hard3_0260,2478,2287,true,,,,,0,0,0,,0,0,0
hard3_0261,2483,1461,true,,,,,0,0,0,,0,0,0
hard3_0262,2492,4149,true,,,,,0,0,0,,0,0,0
hard3_0263,2493,3052,false,,,,,0,0,0,,0,0,0
hard3_0264,2513,4263,false,,,,,0,0,0,,0,0,0
hard3_0265,2519,4405,true,,,,,0,0,0,,0,0,0
hard3_0266,2521,1879,true,,,,,0,0,0,,0,0,0
hard3_0267,2525,2659,true,,,,,0,0,0,,0,0,0
hard3_0268,2525,3820,true,,,,,0,0,0,,0,0,0
hard3_0269,2562,2100,true,,,,,0,0,0,,0,0,0
hard3_0270,2567,2849,false,,,,,0,0,0,,0,0,0
hard3_0271,2575,2227,true,,,,,0,0,0,,0,0,0
hard3_0272,2579,2882,true,,,,,0,0,0,,0,0,0
hard3_0273,2633,3670,true,,,,,0,0,0,,0,0,0
hard3_0274,2645,2287,false,,,,,0,0,0,,0,0,0
hard3_0275,2650,3943,false,,,,,0,0,0,,0,0,0
hard3_0276,2651,3933,false,,,,,0,0,0,,0,0,0
hard3_0277,2660,3259,false,,,,,0,0,0,,0,0,0
hard3_0278,2661,331,true,,,,,0,0,0,,0,0,0
hard3_0279,2668,3530,true,,,,,0,0,0,,0,0,0
hard3_0280,2675,3312,false,,,,,0,0,0,,0,0,0
hard3_0281,2678,417,false,,,,,0,0,0,,0,0,0
hard3_0282,2678,1861,false,,,,,0,0,0,,0,0,0
hard3_0283,2678,2039,true,,,,,0,0,0,,0,0,0
hard3_0284,2678,3462,true,,,,,0,0,0,,0,0,0
hard3_0285,2678,3516,true,,,,,0,0,0,,0,0,0
hard3_0286,2680,3942,false,,,,,0,0,0,,0,0,0
hard3_0287,2683,3715,false,,,,,0,0,0,,0,0,0
hard3_0288,2690,2870,true,,,,,0,0,0,,0,0,0
hard3_0289,2693,422,false,,,,,0,0,0,,0,0,0
hard3_0290,2696,203,true,,,,,0,0,0,,0,0,0
hard3_0291,2728,4354,true,,,,,0,0,0,,0,0,0
hard3_0292,2757,835,true,,,,,0,0,0,,0,0,0
hard3_0293,2787,466,false,,,,,0,0,0,,0,0,0
hard3_0294,2787,3007,true,,,,,0,0,0,,0,0,0
hard3_0295,2816,1953,true,,,,,0,0,0,,0,0,0
hard3_0296,2816,3197,true,,,,,0,0,0,,0,0,0
hard3_0297,2831,2060,true,,,,,0,0,0,,0,0,0
hard3_0298,2831,4385,true,,,,,0,0,0,,0,0,0
hard3_0299,2841,4275,true,,,,,0,0,0,,0,0,0
hard3_0300,2848,1063,false,,,,,0,0,0,,0,0,0
hard3_0301,2851,109,false,,,,,0,0,0,,0,0,0
hard3_0302,2852,2886,false,,,,,0,0,0,,0,0,0
hard3_0303,2856,616,false,,,,,0,0,0,,0,0,0
hard3_0304,2859,1647,false,,,,,0,0,0,,0,0,0
hard3_0305,2864,624,false,,,,,0,0,0,,0,0,0
hard3_0306,2871,855,false,,,,,0,0,0,,0,0,0
hard3_0307,2874,2857,true,,,,,0,0,0,,0,0,0
hard3_0308,2884,2045,true,,,,,0,0,0,,0,0,0
hard3_0309,2887,3516,false,,,,,0,0,0,,0,0,0
hard3_0310,2889,27,false,,,,,0,0,0,,0,0,0
hard3_0311,2892,4119,false,,,,,0,0,0,,0,0,0
hard3_0312,2896,55,false,,,,,0,0,0,,0,0,0
hard3_0313,2905,4564,true,,,,,0,0,0,,0,0,0
hard3_0314,2923,1623,true,,,,,0,0,0,,0,0,0
hard3_0315,2927,765,true,,,,,0,0,0,,0,0,0
hard3_0316,2927,3890,true,,,,,0,0,0,,0,0,0
hard3_0317,2927,4611,true,,,,,0,0,0,,0,0,0
hard3_0318,2931,2484,true,,,,,0,0,0,,0,0,0
hard3_0319,2931,4498,true,,,,,0,0,0,,0,0,0
hard3_0320,2973,4124,false,,,,,0,0,0,,0,0,0
hard3_0321,2985,1374,true,,,,,0,0,0,,0,0,0
hard3_0322,2998,3870,false,,,,,0,0,0,,0,0,0
hard3_0323,3034,419,true,,,,,0,0,0,,0,0,0
hard3_0324,3034,1228,true,,,,,0,0,0,,0,0,0
hard3_0325,3034,3762,true,,,,,0,0,0,,0,0,0
hard3_0326,3039,3065,true,,,,,0,0,0,,0,0,0
hard3_0327,3062,1462,false,,,,,0,0,0,,0,0,0
hard3_0328,3069,153,false,,,,,0,0,0,,0,0,0
hard3_0329,3074,4288,true,,,,,0,0,0,,0,0,0
hard3_0330,3086,2262,false,,,,,0,0,0,,0,0,0
hard3_0331,3092,3081,true,,,,,0,0,0,,0,0,0
hard3_0332,3095,2465,false,,,,,0,0,0,,0,0,0
hard3_0333,3118,4525,true,,,,,0,0,0,,0,0,0
hard3_0334,3130,231,true,,,,,0,0,0,,0,0,0
hard3_0335,3130,2119,true,,,,,0,0,0,,0,0,0
hard3_0336,3171,99,true,,,,,0,0,0,,0,0,0
hard3_0337,3171,3667,true,,,,,0,0,0,,0,0,0
hard3_0338,3171,4480,true,,,,,0,0,0,,0,0,0
hard3_0339,3193,2799,false,,,,,0,0,0,,0,0,0
hard3_0340,3247,276,true,,,,,0,0,0,,0,0,0
hard3_0341,3247,2389,true,,,,,0,0,0,,0,0,0
hard3_0342,3270,3736,false,,,,,0,0,0,,0,0,0
hard3_0343,3270,4093,false,,,,,0,0,0,,0,0,0
hard3_0344,3273,4312,false,,,,,0,0,0,,0,0,0
hard3_0345,3277,4314,false,,,,,0,0,0,,0,0,0
hard3_0346,3277,4365,false,,,,,0,0,0,,0,0,0
hard3_0347,3277,4440,false,,,,,0,0,0,,0,0,0
hard3_0348,3280,3777,false,,,,,0,0,0,,0,0,0
hard3_0349,3283,4316,false,,,,,0,0,0,,0,0,0
hard3_0350,3291,4480,false,,,,,0,0,0,,0,0,0
hard3_0351,3321,3535,false,,,,,0,0,0,,0,0,0
hard3_0352,3328,3313,true,,,,,0,0,0,,0,0,0
hard3_0353,3349,4682,true,,,,,0,0,0,,0,0,0
hard3_0354,3360,379,true,,,,,0,0,0,,0,0,0
hard3_0355,3360,3505,true,,,,,0,0,0,,0,0,0
hard3_0356,3380,4171,false,,,,,0,0,0,,0,0,0
hard3_0357,3417,3737,false,,,,,0,0,0,,0,0,0
hard3_0358,3476,4470,false,,,,,0,0,0,,0,0,0
hard3_0359,3483,3766,false,,,,,0,0,0,,0,0,0
hard3_0360,3490,355,false,,,,,0,0,0,,0,0,0
hard3_0361,3490,3471,true,,,,,0,0,0,,0,0,0
hard3_0362,3499,3441,false,,,,,0,0,0,,0,0,0
hard3_0363,3502,4109,false,,,,,0,0,0,,0,0,0
hard3_0364,3514,4318,true,,,,,0,0,0,,0,0,0
hard3_0365,3536,326,true,,,,,0,0,0,,0,0,0
hard3_0366,3621,3471,true,,,,,0,0,0,,0,0,0
hard3_0367,3629,4204,true,,,,,0,0,0,,0,0,0
hard3_0368,3669,3333,false,,,,,0,0,0,,0,0,0
hard3_0369,3676,4682,false,,,,,0,0,0,,0,0,0
hard3_0370,3683,3593,false,,,,,0,0,0,,0,0,0
hard3_0371,3705,4362,false,,,,,0,0,0,,0,0,0
hard3_0372,3728,4508,false,,,,,0,0,0,,0,0,0
hard3_0373,3730,3265,false,,,,,0,0,0,,0,0,0
hard3_0374,3745,377,true,,,,,0,0,0,,0,0,0
hard3_0375,3773,4134,true,,,,,0,0,0,,0,0,0
hard3_0376,3791,4283,true,,,,,0,0,0,,0,0,0
hard3_0377,3798,399,false,,,,,0,0,0,,0,0,0
hard3_0378,3811,3852,true,,,,,0,0,0,,0,0,0
hard3_0379,3857,4316,true,,,,,0,0,0,,0,0,0
hard3_0380,3889,4270,true,,,,,0,0,0,,0,0,0
hard3_0381,3941,3936,true,,,,,0,0,0,,0,0,0
hard3_0382,3946,4339,true,,,,,0,0,0,,0,0,0
hard3_0383,3972,4168,false,,,,,0,0,0,,0,0,0
hard3_0384,4088,3700,true,,,,,0,0,0,,0,0,0
hard3_0385,4099,359,true,,,,,0,0,0,,0,0,0
hard3_0386,4110,359,true,,,,,0,0,0,,0,0,0
hard3_0387,4140,4135,true,,,,,0,0,0,,0,0,0
hard3_0388,4204,395,true,,,,,0,0,0,,0,0,0
hard3_0389,4217,4362,true,,,,,0,0,0,,0,0,0
hard3_0390,4221,4150,true,,,,,0,0,0,,0,0,0
hard3_0391,4392,4677,false,,,,,0,0,0,,0,0,0
hard3_0392,4404,4433,false,,,,,0,0,0,,0,0,0
hard3_0393,4414,4623,true,,,,,0,0,0,,0,0,0
hard3_0394,4527,3439,false,,,,,0,0,0,,0,0,0
hard3_0395,4545,4279,true,,,,,0,0,0,,0,0,0
hard3_0396,4558,4519,true,,,,,0,0,0,,0,0,0
hard3_0397,4573,4306,true,,,,,0,0,0,,0,0,0
hard3_0398,4573,4343,true,,,,,0,0,0,,0,0,0
hard3_0399,4577,4625,true,,,,,0,0,0,,0,0,0
hard3_0400,4579,4631,true,,,,,0,0,0,,0,0,0
